,0,1,2,micro avg,macro avg,weighted avg
precision,0.56,0.0,0.0,0.56,0.18666666666666668,0.31360000000000005
recall,1.0,0.0,0.0,0.56,0.3333333333333333,0.56
f1-score,0.717948717948718,0.0,0.0,0.56,0.23931623931623933,0.40205128205128204
support,14.0,0.0,11.0,25.0,25.0,25.0
specificity,1.0,0.0,0.43999999999999995,,0.48,0.5627869788692176
