,0,1,2,micro avg,macro avg,weighted avg
precision,0.4,0.0,0.0,0.4,0.13333333333333333,0.16
recall,1.0,0.0,0.0,0.4,0.3333333333333333,0.4
f1-score,0.5714285714285715,0.0,0.0,0.4000000000000001,0.1904761904761905,0.22857142857142862
support,10.0,0.0,15.0,25.0,25.0,25.0
specificity,1.0,0.0,0.6,,0.5333333333333333,0.6428326670474015
